"data","disparo","cidade","bairro","cod_bairro","local","outras_regioes","fonte","fonte2","tipo_operacao","media_fonte","media_link","presenca_civil","presenca_pmerj","presenca_uniao"
"23/02/2019",0,"Rio de Janeiro","Acari",111,,,"GAM",,"ND",,,,"GAM",
"27/02/2019",1,"Rio de Janeiro","Estácio",9,"São Carlos",,"Fogo Cruzado","Twitter","ND","Jornal Extra","https://extra.globo.com/casos-de-policia/helicopteros-da-policia-atiram-do-alto-na-direcao-do-morro-do-sao-carlos-dizem-moradores-23485505.html",,,
"27/02/2019",0,"Rio de Janeiro","Jardim Carioca",100,"Complexo do Dendê","Moneró;Cocotá; Cacuia;Tauá;Bancários","GAM","SBT","ND",,,,"GAM",
"06/03/2019",0,"Rio de Janeiro","Centro",5,,,"GAM",,"ND",,,,"GAM",
"08/03/2019",1,"Rio de Janeiro","Complexo do Alemão",156,,,"Fogo Cruzado","Twitter","Combate a facções","G1","https://g1.globo.com/rj/rio-de-janeiro/noticia/2019/03/08/moradores-relatam-intenso-tiroteio-no-complexo-do-alemao-zona-norte-do-rio.ghtml",,,
"12/03/2019",0,"Rio de Janeiro","Praça Seca",124,"Comunidade da Barão","Bateau Mouche","GAM",,"ND",,,,"GAM",
"15/03/2019",0,"Rio de Janeiro","Madureira",83,"Serrinha",,"GAM",,"ND",,,,"GAM",
"16/03/2019",0,"Rio de Janeiro","Praça Seca",124,,,"Observatório da Intervenção",,"ND",,,,,
"18/03/2019",0,"Rio de Janeiro","Lins de Vasconcelos",62,"Morro do Gamba","Engenho de Dentro;Camarista Meier","GAM",,"ND",,,,"GAM",
"19/03/2019",1,"Rio de Janeiro","Cidade de Deus",118,"Karatê",,"Fogo Cruzado","Twitter","ND","Jornal Meia Hora","https://meiahora.ig.com.br/geral/policia/2019/03/5627553-policia-faz-operacao-na-cidade-de-deus-e-moradores-relatam-intensa-troca-de-tiros.html",,,
"20/03/2019",1,"Rio de Janeiro","Tijuca",33,"Morro do Borel",,"SAER","Twitter","Mandados","Rio On Watch","http://www.rioonwatch.org/?p=52263","SAER",,
"20/03/2019",0,"São Gonçalo","Mutondo",,"Morro da Chumbada",,"OTT-RJ",,"ND","Gnews Portal de Notícias","https://gnewsportaldenoticias.com.br/noticia/1517/dois-homens-presos-em-operacao-no-morro-da-chumbad.html",,,
"21/03/2019",1,"Rio de Janeiro","Senador Camará",142,"Morro do Sapo","Rebu","SAER","Twitter","Mandados","Jornal Band","https://bandnewsfmrio.com.br/editorias-detalhes/policia-civil-faz-operacao-na-favela-do-rebu",,,
"21/03/2019",0,"Rio de Janeiro","Cidade de Deus",118,,,"GAM",,"ND",,,,"GAM",
"22/03/2019",0,"Rio de Janeiro","Maré",157,"Favela da Kelson",,"SAER","OTT-RJ","ND","O Dia","https://odia.ig.com.br/rio-de-janeiro/2019/03/5628593-policia-prende-13-criminosos-presos-em-operacao-na-zona-norte.html","SAER",,
"25/03/2019",0,"Rio de Janeiro","Tanque",123,"Covanca",,"Twitter",,"ND",,,,,
"26/03/2019",0,"Rio de Janeiro","Costa Barros",113,"Chapadão",,"GAM",,"ND",,,,"GAM",
"26/03/2019",0,"Duque de Caxias",,,,,"GAM",,"ND",,,,"GAM",
"26/03/2019",0,"Rio de Janeiro","Santa Cruz",149,"Favela do Rola",,"SAER",,"ND","G1","https://g1.globo.com/rj/rio-de-janeiro/noticia/2019/03/26/mulher-morre-durante-operacao-da-policia-na-comunidade-do-rola-zona-oeste-do-rio.ghtml",,,
"27/03/2019",0,"Rio de Janeiro","Estácio",9,,,"GAM",,"ND",,,,"GAM",
"27/03/2019",0,"Rio de Janeiro","Santa Teresa",14,"Morro dos Prazeres",,"Observatório da Intervenção",,"ND",,,,,
"27/03/2019",0,"Rio de Janeiro","Maré",157,"Nova Holanda","Parque União","SAER","Redes da Maré","ND",,,,,
"01/04/2019",0,"Rio de Janeiro","Paciência",148,,,"SAER",,"ND",,,"SAER",,
"05/04/2019",0,"São Gonçalo","Complexo do Salgueiro",,,,"GAM",,"ND",,,,"GAM",
"06/04/2019",0,"Itaboraí","Itaboraí",,"Itaboraí",,"Piloto Policial",,"ND",,,,,
"08/04/2019",0,"Niterói","Complexo do Viradouro",,"Morro do Beltrão","Morro Souza Soares;Santa Rosa","SAER","OTT-RJ","ND",,,"SAER",,
"10/04/2019",1,"Rio de Janeiro","Praça Seca",124,"Bateau Mouche",,"SAER","Facebook","Combate a facções","Jornal Band","https://bandnewsfmrio.com.br/editorias-detalhes/policia-militar-faz-operacao-em-diferentes-po2","SAER",,
"11/04/2019",0,"Rio de Janeiro",,"ND","Barão","Bateau Mouche;Caixa D'agua","GAM",,"ND",,,,"GAM",
"12/04/2019",0,"Rio de Janeiro","Praça Seca",124,"São José Operario","Bateau Mouche;Jordão","GAM",,"ND",,,,"GAM",
"12/04/2019",0,"Rio de Janeiro","Manguinhos",39,,,"SAER","Facebook","ND","G1","https://g1.globo.com/rj/rio-de-janeiro/noticia/2019/04/12/motorista-de-caminhao-e-feito-refem-durante-roubo-de-carga-em-manguinhos.ghtml",,,
"14/04/2019",0,"Rio de Janeiro","Madureira",83,"Serrinha",,"SAER","Monte Sinai","ND",,,,,
"16/04/2019",0,"Rio de Janeiro","Cidade de Deus",118,,,"SAER","G1","ND","G1","https://g1.globo.com/rj/rio-de-janeiro/noticia/2019/04/16/policia-realiza-operacao-na-cidade-de-deus-zona-oeste-do-rio.ghtml",,,
"17/04/2019",0,"Rio de Janeiro","Paciência",148,"Paciência",,"SAER",,"ND","G1","https://g1.globo.com/rj/rio-de-janeiro/noticia/2019/04/17/policia-prende-suspeito-de-integrar-grupo-de-milicia-na-zona-oeste-do-rio.ghtml",,,
"18/04/2019",1,"Rio de Janeiro","Vicente de Carvalho",73,"Juramento",,"SAER","OTT-RJ","Combate a facções",,,"SAER",,
"19/04/2019",0,"Rio de Janeiro","Santa Teresa",14,"Fallet","Fogueteiro;Coroa","GAM",,"ND",,,,"GAM",
"21/04/2019",0,"Rio de Janeiro","Praça Seca","ND",,,"GAM",,"ND",,,,"GAM",
"24/04/2019",0,"Rio de Janeiro","Cidade de Deus",118,"AP","Karatê;13;14","Observatório da Intervenção","Facebook","ND","G1","https://g1.globo.com/rj/rio-de-janeiro/noticia/2019/04/24/pm-faz-operacao-na-cidade-de-deus-na-zona-oeste-do-rio.ghtml",,"GAM",
"25/04/2019",0,"Rio de Janeiro","Cidade de Deus",118,,,"Observatório da Intervenção","Facebook","ND",,,,,
"26/04/2019",0,"Rio de Janeiro","Maré",157,,,"GAM",,"ND",,,,"GAM",
"26/04/2019",0,"São Gonçalo","Jardim Catarina",,"Jardim Catarina",,"Twitter",,"ND",,,,,
"29/04/2019",0,"São Gonçalo","Complexo do Salgueiro",,,,"Observatório da Intervenção","Facebook","ND","OTT-RJ","https://www.facebook.com/OTTRJ/videos/444114503063208/",,,
"30/04/2019",0,"Rio de Janeiro","Complexo do Alemão",156,"Nova Brasília","Fazendinha","GAM",,"ND",,,,"GAM",
"02/05/2019",0,"São Gonçalo","Complexo das Almas",,,,"GAM",,"ND",,,,"GAM",
"03/05/2019",0,"Nova Friburgo",,,,,"GAM",,"ND",,,,"GAM",
"04/05/2019",0,"Itaboraí",,,,,"GAM",,"ND",,,,"GAM",
"04/05/2019",1,"Angra dos Reis","Complexo do Frade",,"Japuíba","Sapinhatuba","Observatório da Intervenção","Facebook","ND","O Dia","https://odia.ig.com.br/rio-de-janeiro/2019/05/5639169-core-faz-megaoperacao-em-comunidades-de-angra-dos-reis.html#foto=1",,,
"06/05/2019",1,"Rio de Janeiro","Maré",157,"Vila do João","Conjunto Esperança","Redes da Maré",,"Mandados","G1","https://g1.globo.com/rj/rio-de-janeiro/noticia/2019/05/06/operacao-da-policia-",,,
"07/05/2019",0,"São Gonçalo","Complexo do Salgueiro",,,,"GAM",,"ND",,,,"GAM",
"08/05/2019",0,"Rio de Janeiro","Engenho da Rainha",55,"Morro do Engenho",,"Observatório da Intervenção","O Dia","ND","O Dia","https://odia.ig.com.br/rio-de-janeiro/2019/05/5640250-pm-faz-operacao-em-comunidade-do-engenho-da-rainha-e-moradores-relatam-tiros.html",,,
"10/05/2019",0,"Rio de Janeiro","Vidigal",30,"Vidigal",,"Twitter",,"ND","Jornal do Brasil","https://www.jb.com.br/rio/2019/05/999075-policia-faz-operacao-no-morro-do-vidigal.html",,,
"13/05/2019",1,"Rio de Janeiro","Maré",157,"Nova Holanda","Rubens Vaz;Parque União","Redes da Maré",,"Mandados","O Dia","https://odia.ig.com.br/rio-de-janeiro/2019/05/5642140-intenso-tiroteio-assusta-moradores-do-complexo-da-mare.html",,,
"20/05/2019",0,"São Gonçalo","Jardim Miriambi",,"Ciep 122 Ermezia Dionisio Necco",,"Fogo Cruzado",,"ND","G1","https://g1.globo.com/rj/rio-de-janeiro/noticia/2019/05/21/alunos-e-funcionarios-de-ciep-se-assustam-com-tiroteio-em-sao-goncalo-rj-video.ghtml",,,
"20/05/2019",0,"Rio de Janeiro","Estácio",9,"São Carlos",,"GAM",,"ND",,,,"GAM",
"22/05/2019",0,"Rio de Janeiro","Pavuna",114,"Chapadão",,"Fogo Cruzado",,"Combate a facções","G1","https://g1.globo.com/rj/rio-de-janeiro/noticia/2019/05/22/policia-faz-operacao-no-complexo-do-chapadao-na-zona-norte-do-rio.ghtml","SAER","GAM",
"24/05/2019",0,"Rio de Janeiro","Madureira",83,"Serrinha",,"Twitter",,"ND",,,,,
"02/06/2019",0,"Rio de Janeiro","Quintino Bocaiúva",79,"Morro do Fubá",,"GAM",,"ND",,,,"GAM",
"03/06/2019",0,"Rio de Janeiro","Cascadura",82,"Morro do Fubá","Quintino Bocaiuva;Campinho;Saçu","GAM",,"ND",,,,"GAM",
"06/06/2019",1,"Duque de Caxias","Complexo da Mangueirinha",,"Mangueirinha",,"Observatório da Intervenção","Twitter","Combate a roubo","Jornal Extra","https://www.google.com/amp/s/extra.globo.com/casos-de-policia/operacao-da-policia-civil-na-mangueirinha-em-caxias-tem-mais-de-20-presos-23721058.html%3fversao=amp",,,
"10/06/2019",0,"Rio de Janeiro","Maré",157,"Parque União","Nova Holanda","GAM","Observatório da Intervenção","ND","G1","https://g1.globo.com/rj/rio-de-janeiro/noticia/2019/06/10/policia-faz-operacao-no-complexo-da-mare-na-zona-norte-do-rio.ghtml",,"GAM",
"11/06/2019",0,"Rio de Janeiro","Maré",157,,,"GAM",,"ND",,,,"GAM",
"11/06/2019",0,"São Gonçalo","Complexo do Salgueiro",,"Salgueiro",,"Observatório da Intervenção","Twitter","ND","O Dia","https://odia.ig.com.br/rio-de-janeiro/2019/06/5652064-sete-pessoas-sao-presas-em-operacao-contra-o-trafico-no-complexo-do-salgueiro.html",,,
"12/06/2019",1,"Rio de Janeiro","Cidade de Deus",118,"Karatê","Lazer 69;Ponte Nova","Fogo Cruzado",,"ND","O Globo","https://oglobo.globo.com/rio/helicoptero-da-policia-faz-disparos-do-alto-durante-operacao-na-cidade-de-deus-23734228",,,
"12/06/2019",0,"Rio de Janeiro","Complexo do Alemão",156,,,"GAM","Fogo Cruzado","ND",,,,"GAM",
"12/06/2019",0,"Rio de Janeiro","Maré",157,,,"GAM",,"ND",,,,"GAM",
"13/06/2019",0,"Rio de Janeiro","Costa Barros",113,"Chapadão",,"GAM",,"ND",,,,"GAM",
"13/06/2019",0,"Rio de Janeiro","Jardim Carioca",100,"Complexo do Dendê","Moneró;Cocotá; Cacuia;Tauá;Bancários","GAM",,"ND",,,,"GAM",
"13/06/2019",0,"Rio de Janeiro","Cidade de Deus",118,"Região do 13",,"Observatório da Intervenção","Twitter","ND",,,,,
"14/06/2019",0,"São Gonçalo","Comunidade do Gato",,,,"GAM",,"ND",,,,"GAM",
"15/06/2019",0,"Maricá",,,"Mata",,"GAM",,"ND",,,,"GAM",
"17/06/2019",0,"Rio de Janeiro","Guadalupe",106,"Gogó da Ema",,"GAM",,"ND",,,,"GAM",
"22/06/2019",1,"Duque de Caxias","Vila Sarapui",,,,"Twitter","Twitter","Mandados","O Dia","https://odia.ig.com.br/rio-de-janeiro/2019/06/5656010-policia-civil-prende-um-dos-chefes-do-trafico-de-drogas-do-morro-da-formiga.html",,,
"24/06/2019",0,"Niterói","Favela do Caramujo",,,,"GAM",,"ND",,,,"GAM",
"25/06/2019",0,"Niterói","Complexo do Viradouro",,"Grota",,"GAM",,"ND",,,,"GAM",
"30/06/2019",1,"Rio de Janeiro","Manguinhos",39,"Varginha","Mandela;Vila Turismo","Facebook",,"ND",,,"SAER",,
"30/06/2019",0,"Rio de Janeiro","Guadalupe",106,"Gogó da Ema",,"GAM",,"ND",,,,"GAM",
"01/07/2019",0,"Rio de Janeiro","Água Santa",67,"Morro do Dezoito",,"GAM",,"ND","G1","https://g1.globo.com/rj/rio-de-janeiro/noticia/2019/07/01/policiais-sao-feridos-e-suspeitos-mortos-em-tiroteio-em-agua-santa-zona-norte-do-rio.ghtml",,"GAM",
"02/07/2019",0,"Rio de Janeiro","Maré",157,,,"GAM",,"ND",,,,"GAM",
"03/07/2019",0,"Rio de Janeiro","Itanhangá",127,,,"GAM",,"ND",,,,"GAM",
"05/07/2019",0,"Rio de Janeiro","Campinho",78,"Morro do Fubá",,"OTT-RJ",,"ND",,,,,
"06/07/2019",0,"Rio de Janeiro","Praça Seca",124,"Barão ",,"GAM",,"ND",,,,"GAM",
"09/07/2019",0,"Niterói","Complexo do Viradouro",,,"Complexo da Grota","GAM",,"ND",,,,"GAM",
"09/07/2019",0,"Belford Roxo","Guaxa do Redentor",,"Guacha","Gogo Da Ema","Twitter",,"ND",,,,,
"10/07/2019",1,"Rio de Janeiro","Cidade de Deus",118,"Karatê",,"Fogo Cruzado",,"ND","Jornal Extra","https://extra.globo.com/casos-de-policia/moradores-da-cidade-de-deus-relatam-tiros-disparados-de-helicoptero-em-acao-policial-23796072.html","SAER",,
"10/07/2019",0,"Rio de Janeiro","Rio Comprido",7,"Complexo do Turano",,"GAM",,"ND",,,,,
"12/07/2019",1,"São Gonçalo","Complexo do Salgueiro",,,,"GAM","Twitter","Combate a facções",,,,,
"12/07/2019",0,"Rio de Janeiro","Manguinhos",39,,,"Facebook",,"ND",,,"SAER",,
"14/07/2019",1,"Rio de Janeiro","Jacarezinho",155,"Beira do Rio","Buraco do Lacerda","Twitter",,"ND",,,,,
"15/07/2019",1,"Rio de Janeiro","Santa Teresa",14,"Morro da Coroa",,"Fogo Cruzado","Twitter","Combate a facções",,,,,
"18/07/2019",1,"Rio de Janeiro","Maré",157,"Nova Holanda",,"GAM","Twitter","ND",,,,,
"19/07/2019",0,"Rio de Janeiro","Costa Barros",113,"Chapadão",,"GAM",,"ND",,,,,
"20/07/2019",1,"Rio de Janeiro","Penha",43,,,"GAM","Twitter","ND",,,,,
"25/07/2019",1,"Rio de Janeiro","Madureira",83,"Serrinha",,"GAM","Twitter","ND",,,,,
"27/07/2019",0,"São Gonçalo","Jardim Bom Retiro",,,,"GAM",,"ND",,,,,
"29/07/2019",0,"Niterói","Centro",5,,,"GAM",,"ND",,,,,
"30/07/2019",0,"Rio de Janeiro","Jacaré",51,,,"GAM",,"ND",,,,,
"31/07/2019",0,"Rio de Janeiro","Madureira",83,"Serrinha",,"GAM",,"ND",,,,,
"31/07/2019",1,"Rio de Janeiro",,"ND",,,"Twitter",,"ND",,,,,
"01/08/2019",0,"Rio de Janeiro","Madureira",83,"Serrinha",,"GAM",,"ND",,,,,
"01/08/2019",0,"Rio de Janeiro",,"ND",,,"Twitter",,"ND",,,,,
"02/08/2019",0,"Rio de Janeiro","Maré",157,,,"GAM",,"ND",,,,,
"03/08/2019",1,"São Gonçalo",,,"Anaia",,"GAM","Twitter","Mandados",,,,,
"04/08/2019",1,"Rio de Janeiro","Itanhangá",127,"Muzema",,"Twitter",,"Combate a milícia",,,,,
"06/08/2019",1,"Rio de Janeiro","Vila Kennedy",162,,,"Twitter",,"Combate a roubo","G1","https://g1.globo.com/rj/rio-de-janeiro/noticia/2019/08/06/operacao-contra-quadrilha-que-roubava-e-reconstruia-veiculos-tenta-prender-80-pessoas-no-rio.ghtml",,,
"06/08/2019",0,"Rio de Janeiro","Maré",157,"Vila dos Pinheiros",,"GAM",,"ND","G1","https://g1.globo.com/rj/rio-de-janeiro/noticia/2019/08/06/batalhoes-especiais-da-policia-realizam-operacao-no-complexo-da-mare-na-zona-norte-do-rio.ghtml",,"GAM",
"06/08/2019",1,"Rio de Janeiro","Santíssimo",143,,,"Twitter",,"ND",,,,,
"06/08/2019",0,"Cabo Frio",,,"Areal",,"Twitter",,"ND",,,,,
"07/08/2019",0,"Rio de Janeiro","Complexo do Alemão",156,,,"GAM",,"ND",,,,"GAM",
"08/08/2019",1,"Rio de Janeiro","Cidade de Deus",118,,,"Twitter",,"Mandados",,,,,
"08/08/2019",0,"Belford Roxo",,,"Parque Esperança",,"GAM",,"ND",,,,"GAM",
"10/08/2019",0,"São Gonçalo","Complexo do Salgueiro",,,,"GAM",,"ND",,,,"GAM",
"12/08/2019",0,"Niterói",,,"Viradouro","Igrejinha, Grota","GAM",,"ND",,,,"GAM",
"13/08/2019",1,"Rio de Janeiro","Jacarezinho",155,,,"Twitter",,"Combate a facções",,,,,
"15/08/2019",0,"Rio de Janeiro",,"ND",,,"Twitter",,"ND",,,,,
"16/08/2019",1,"Rio de Janeiro",,"ND",,,"Twitter",,"ND",,,,,
"18/08/2019",0,"Rio de Janeiro","Campo Grande",144,"Estrada do Mendanha",,"GAM",,"ND",,,,"GAM",
"18/08/2019",1,"Rio de Janeiro",,"ND",,,"Twitter",,"ND",,,,,
"20/08/2019",1,"Rio de Janeiro","Cidade de Deus",118,,,"Extra",,"ND",,,,,
"20/08/2019",0,"Rio de Janeiro","Baía de Guanabara","ND",,,"GAM",,"ND",,,,"GAM",
"21/08/2019",0,"Rio de Janeiro",,"ND",,,"Twitter",,"ND",,,,,
"28/08/2019",0,"Niterói","São Francisco",,"Comunidade Igrejinha",,"GAM",,"ND",,,,"GAM",
"30/08/2019",1,"Rio de Janeiro",,"ND",,,"Twitter",,"ND",,,,,
"02/09/2019",1,"Rio de Janeiro","Caju",4,,,"Twitter",,"ND",,,,,
"05/09/2019",0,"Rio de Janeiro","Senador Camará",142,"Vila Aliança",,"Twitter",,"ND",,,,,
"06/09/2019",0,"Rio de Janeiro","Maré",157,,,"GAM",,"ND",,,,,
"11/09/2019",1,"Rio de Janeiro","Complexo do Alemão",156,,"Cidade de Deus","GAM","Twitter","ND",,,,"GAM",
"11/09/2019",0,"Rio de Janeiro","Penha",43,"Complexo da Penha",,"GAM",,"ND",,,,,
"13/09/2019",0,"São Gonçalo","Complexo do Salgueiro",,,,"GAM",,"ND",,,,,
"16/09/2019",1,"Rio de Janeiro","Jacaré",51,,,"Twitter",,"ND",,,,,
"17/09/2019",1,"Rio de Janeiro","Jacaré",51,,,"Twitter",,"ND",,,,,
"18/09/2019",1,"Rio de Janeiro","Complexo do Alemão",156,"Nova Brasília",,"GAM","O Globo","ND","O Globo",,"SAER","GAM",
"18/09/2019",1,"Rio de Janeiro","Maré",157,"Vila dos Pinheiros","Salsa e Merengue","Redes da Maré",,"ND","Maré de Notícias","https://mareonline.com.br/direitos-humanos/seguranca-publica/em-um-hora-de-operacao-caveirao-voador-causou-terror-na-mare/","SAER",,
"19/09/2019",0,"Niterói","Complexo do Caramujo",,,,"GAM",,"ND",,,,"GAM",
"19/09/2019",0,"Rio de Janeiro","Senador Camará",142,"Sapo",,"Twitter",,"ND",,,,,
"20/09/2019",1,"Rio de Janeiro","Guadalupe",106,"Muquiço",,"Twitter",,"Mandados",,,,,
"20/09/2019",0,"Niterói","Complexo do Caramujo",,,"Complexo do viradouro; Grota; Igrejinha","GAM",,"ND",,,,"GAM",
"20/09/2019",0,"Rio de Janeiro","Vidigal",30,,,"GAM",,"ND",,,,"GAM",
"22/09/2019",0,"Rio de Janeiro","Santa Cruz",149,,,"GAM",,"ND",,,,"GAM",
"02/10/2019",0,"Rio de Janeiro","Lins de Vasconcelos",62,,"Covanca;Praça Seca","GAM",,"ND",,,,,
"03/10/2019",1,"Rio de Janeiro","Cidade de Deus",118,,,"Twitter",,"Vingança",,,,,
"04/10/2019",0,"Rio de Janeiro","Costa Barros",113,,,"GAM",,"ND",,,,"GAM",
"05/10/2019",0,"Rio de Janeiro","Praça Seca",124,"Barão","Covanca","GAM",,"ND",,,,"GAM",
"07/10/2019",0,"Rio de Janeiro","Praça Seca",124,,,"GAM",,"ND",,,,"GAM",
"08/10/2019",0,"Rio de Janeiro","Praça Seca",124,,,"GAM",,"ND",,,,"GAM",
"14/10/2019",0,"Rio de Janeiro","Maré",157,"Nova Holanda","Parque União;Timbau;Baixa do Sapateiro","GAM",,"ND",,,,"GAM",
"18/10/2019",0,"São Gonçalo","Complexo do Salgueiro",,"Parque das Rosas",,"GAM",,"ND",,,,"GAM",
"21/10/2019",1,"Rio de Janeiro","Vicente de Carvalho",73,"Morro do Juramento",,"GAM","Twitter","ND",,,,"GAM",
"23/10/2019",0,"Rio de Janeiro","Vicente de Carvalho",73,"Morro do Juramento",,"GAM",,"ND",,,,"GAM",
"26/10/2019",0,"Rio de Janeiro","Costa Barros",113,,"Morro da Pedreira","GAM",,"ND",,,,"GAM",
"29/10/2019",0,"Rio de Janeiro","Costa Barros",113,"Chapadão",,"GAM",,"ND",,,,"GAM",
"07/11/2019",1,"São Gonçalo","Complexo do Salgueiro",,,,"GAM","Twitter","ND",,,,"GAM",
"13/11/2019",0,"Rio de Janeiro","Maré",157,"Nova Holanda","Parque União","GAM",,"ND",,,,"GAM",
"14/11/2019",0,"Rio de Janeiro","Madureira",83,"Serrinha",,"GAM",,"ND",,,,"GAM",
"19/11/2019",0,"Rio de Janeiro","Maré",157,"Nova Holanda","Parque União","GAM",,"ND",,,,"GAM",
"21/11/2019",0,"Belford Roxo",,,,,"GAM",,"ND",,,,"GAM",
"22/11/2019",0,"Rio de Janeiro","Estácio",9,"São Carlos","Zinco;Querosene","GAM",,"ND",,,,"GAM",
"24/11/2019",0,"Rio de Janeiro",,"ND",,,"GAM",,"Apoio",,,,"GAM",
"25/11/2019",0,"Rio de Janeiro","Cidade de Deus",118,,,"Facebook",,"ND",,,,,
"25/11/2019",0,"Rio de Janeiro","Maré",157,,,"GAM",,"ND",,,,"GAM",
"26/11/2019",0,"Nova Iguaçu","Grão Pará",,,,"GAM",,"ND",,,,"GAM",
"26/11/2019",0,"São Gonçalo",,,,,"GAM",,"ND",,,,"GAM",
"27/11/2019",1,"Nova Iguaçu","Grão Pará",,,,"GAM","Twitter","ND",,,,"GAM",
"27/11/2019",1,"Rio de Janeiro","Complexo do Alemão",156,,,"GAM","Twitter","ND",,,,,
"28/11/2019",0,"Rio de Janeiro","Braz de Pina",45,"Cinco Bocas",,"GAM",,"ND",,,,"GAM",
"28/11/2019",0,"Rio de Janeiro","Cordovil",46,,,"GAM",,"ND",,,,"GAM",
"28/11/2019",0,"Rio de Janeiro","Parada de Lucas",47,,,"GAM",,"ND",,,,"GAM",
"28/11/2019",0,"Rio de Janeiro","Vigário Geral",48,,,"GAM",,"ND",,,,"GAM",
"29/11/2019",1,"Rio de Janeiro","Senador Camará",142,"Pedreira",,"Twitter",,"Mandados",,,,,
"02/12/2019",0,"Rio de Janeiro","Maré",157,,,"GAM",,"ND",,,,"GAM",
"03/12/2019",0,"Niterói","Complexo do Viradouro",,,,"GAM",,"ND",,,,"GAM",
"06/12/2019",0,"Rio de Janeiro","Penha",43,"Morro do Sereno","Parque Proletário;Morro da Fé;Chatuba","GAM",,"ND",,,,"GAM",
"07/12/2019",0,"Rio de Janeiro","Recreio dos Bandeirantes",132,,,"GAM",,"ND",,,,"GAM",
"26/12/2019",1,"Angra dos Reis",,,,,"Twitter",,"Combate a facções",,,,,
